"gene","ensembl_gene_id","entrezgene_id"
"RNU4-8P","ENSG00000201806",NA
"RNU4ATAC","ENSG00000264229",100151683
"RNU5A-1","ENSG00000199568",26831
"RNU5B-1","ENSG00000200156",26832
"RNU5F-1","ENSG00000199377",26828
"RNU6-1","ENSG00000206625",26827
"RNU6-2","ENSG00000207357",NA
"RNU6-286P","ENSG00000207476",NA
"RNU6-458P","ENSG00000206906",NA
"RNU6-50P","ENSG00000199226",NA
"RNU6-631P","ENSG00000200790",NA
"RNU6-7","ENSG00000201654",NA
"RNU6-749P","ENSG00000238489",NA
"RNU6-8","ENSG00000202337",NA
"RNU6-9","ENSG00000207507",NA
"RNU6ATAC","ENSG00000221676",100151684
"RNU7-1","ENSG00000238923",100147744
"RNU7-29P","ENSG00000252429",NA
"RNU7-29P","ENSG00000281679",NA
"RNU7-62P","ENSG00000238653",NA
"RNU7-77P","ENSG00000253054",NA
"RNU7-85P","ENSG00000238884",NA
"RNU7-9P","ENSG00000238782",NA
"RNVU1-1","ENSG00000207340",NA
"RNVU1-14","ENSG00000207501",NA
"RNVU1-15","ENSG00000207205",NA
"RNVU1-17","ENSG00000207349",NA
"RNVU1-18","ENSG00000206737",26863
"RNVU1-19","ENSG00000291977",NA
"RNVU1-19","ENSG00000275538",NA
"RNVU1-25","ENSG00000274428",NA
"RNVU1-26","ENSG00000273990",NA
"RNVU1-26","ENSG00000275291",NA
"RNVU1-27","ENSG00000274210",NA
"RNVU1-28","ENSG00000277918",NA
"RNVU1-29","ENSG00000273768",NA
"RNVU1-2A","ENSG00000273757",NA
"RNVU1-2A","ENSG00000278099",NA
"RNVU1-3","ENSG00000201183",NA
"RNVU1-30","ENSG00000206828",NA
"RNVU1-31","ENSG00000270722",NA
"RNVU1-4","ENSG00000277610",NA
"RNVU1-6","ENSG00000201558",NA
"RNVU1-7","ENSG00000206585",26864
"RNVU1-8","ENSG00000286172",NA
"RNY1","ENSG00000201098",6084
"RNY3","ENSG00000202354",6085
"RNY4","ENSG00000252316",6086
"RO60","ENSG00000116747",6738
"ROBO1","ENSG00000169855",6091
"ROBO2","ENSG00000185008",6092
"ROBO3","ENSG00000154134",64221
"ROBO4","ENSG00000154133",54538
"ROCK1","ENSG00000067900",6093
"ROCK2","ENSG00000134318",9475
"ROGDI","ENSG00000067836",79641
"ROM1","ENSG00000149489",6094
"ROMO1","ENSG00000125995",140823
"ROPN1","ENSG00000065371",54763
"ROPN1B","ENSG00000114547",152015
"ROPN1L","ENSG00000145491",83853
"ROR1","ENSG00000185483",4919
"ROR1-AS1","ENSG00000223949",101927034
"ROR2","ENSG00000169071",4920
"RORA","ENSG00000069667",6095
"RORA-AS1","ENSG00000245534",101928784
"RORA-AS2","ENSG00000259482",100996876
"RORB","ENSG00000198963",6096
"RORC","ENSG00000143365",6097
"ROS1","ENSG00000047936",6098
"RP1","ENSG00000104237",6101
"RP1L1","ENSG00000183638",94137
"RP1L1","ENSG00000292297",94137
"RP2","ENSG00000102218",6102
"RP9","ENSG00000164610",6100
"RP9P","ENSG00000205763",441212
"RP9P","ENSG00000291146",441212
"RPA1","ENSG00000132383",6117
"RPA2","ENSG00000117748",6118
"RPA3","ENSG00000106399",6119
"RPA4","ENSG00000204086",29935
"RPAIN","ENSG00000129197",84268
"RPAP1","ENSG00000103932",26015
"RPAP2","ENSG00000122484",79871
"RPAP3","ENSG00000005175",79657
"RPE","ENSG00000197713",6120
"RPE65","ENSG00000116745",6121
"RPEL1","ENSG00000235376",729020
"RPF1","ENSG00000117133",80135
"RPF2","ENSG00000197498",84154
"RPGR","ENSG00000156313",6103
"RPGRIP1","ENSG00000092200",57096
"RPGRIP1L","ENSG00000103494",23322
"RPH3A","ENSG00000089169",22895
"RPH3AL","ENSG00000262334",9501
"RPH3AL","ENSG00000282013",9501
"RPH3AL","ENSG00000181031",9501
"RPIA","ENSG00000153574",22934
"RPL10","ENSG00000147403",6134
"RPL10A","ENSG00000198755",4736
"RPL10L","ENSG00000165496",140801
"RPL11","ENSG00000142676",6135
"RPL12","ENSG00000197958",6136
"RPL13","ENSG00000167526",6137
"RPL13A","ENSG00000142541",23521
"RPL13AP17","ENSG00000231322",399670
"RPL13AP17","ENSG00000293158",399670
"RPL13AP20","ENSG00000234498",387841
"RPL13AP5","ENSG00000236552",728658
"RPL13AP6","ENSG00000234118",644511
"RPL14","ENSG00000188846",9045
"RPL15","ENSG00000174748",6138
"RPL17","ENSG00000265681",6139
"RPL17-C18orf32","ENSG00000215472",100526842
"RPL18","ENSG00000063177",6141
"RPL18A","ENSG00000105640",6142
"RPL19","ENSG00000108298",6143
"RPL21","ENSG00000122026",6144
"RPL22","ENSG00000116251",6146
"RPL22L1","ENSG00000163584",200916
"RPL23","ENSG00000125691",9349
"RPL23A","ENSG00000198242",6147
"RPL24","ENSG00000114391",6152
"RPL26","ENSG00000161970",6154
"RPL26L1","ENSG00000037241",51121
"RPL26L1-AS1","ENSG00000204758",100268168
"RPL27","ENSG00000131469",6155
"RPL27A","ENSG00000166441",6157
"RPL28","ENSG00000108107",6158
"RPL29","ENSG00000162244",6159
"RPL3","ENSG00000100316",6122
"RPL30","ENSG00000156482",6156
"RPL31","ENSG00000071082",6160
"RPL31P11","ENSG00000213075",641311
"RPL31P11","ENSG00000293173",641311
"RPL32","ENSG00000144713",6161
"RPL34","ENSG00000109475",6164
"RPL34-DT","ENSG00000234492",285456
"RPL35","ENSG00000136942",11224
"RPL35A","ENSG00000182899",6165
"RPL36","ENSG00000130255",25873
"RPL36A","ENSG00000241343",6173
"RPL36A-HNRNPH2","ENSG00000257529",100529097
"RPL36AL","ENSG00000165502",6166
"RPL37","ENSG00000145592",6167
"RPL37A","ENSG00000197756",6168
"RPL38","ENSG00000172809",6169
"RPL39","ENSG00000198918",6170
"RPL39L","ENSG00000163923",116832
"RPL3L","ENSG00000140986",6123
"RPL3L","ENSG00000291929",6123
"RPL4","ENSG00000174444",6124
"RPL41","ENSG00000229117",6171
"RPL5","ENSG00000122406",6125
"RPL6","ENSG00000089009",6128
"RPL7","ENSG00000147604",6129
"RPL7A","ENSG00000280858",6130
"RPL7A","ENSG00000148303",6130
"RPL7L1","ENSG00000146223",285855
"RPL8","ENSG00000161016",6132
"RPL9","ENSG00000163682",6133
"RPLP0","ENSG00000089157",6175
"RPLP0P2","ENSG00000243742",113157
"RPLP0P2","ENSG00000293352",113157
"RPLP1","ENSG00000137818",6176
"RPLP2","ENSG00000177600",6181
"RPN1","ENSG00000163902",6184
"RPN2","ENSG00000118705",6185
"RPN2","ENSG00000291973",6185
"RPP14","ENSG00000163684",11102
"RPP21","ENSG00000241370",202658
"RPP21","ENSG00000241370",79897
"RPP21","ENSG00000241863",202658
"RPP21","ENSG00000241863",79897
"RPP21","ENSG00000239865",202658
"RPP21","ENSG00000239865",79897
"RPP21","ENSG00000241779",202658
"RPP21","ENSG00000241779",79897
"RPP21","ENSG00000239927",202658
"RPP21","ENSG00000239927",79897
"RPP21","ENSG00000243009",202658
"RPP21","ENSG00000243009",79897
"RPP21","ENSG00000242726",202658
"RPP21","ENSG00000242726",79897
"RPP25","ENSG00000178718",54913
"RPP25L","ENSG00000164967",138716
"RPP30","ENSG00000148688",10556
"RPP38","ENSG00000152464",10557
"RPP38-DT","ENSG00000176236",221060
"RPP40","ENSG00000124787",10799
"RPRD1A","ENSG00000141425",55197
"RPRD1B","ENSG00000101413",58490
"RPRD2","ENSG00000163125",23248
"RPRM","ENSG00000177519",56475
"RPRML","ENSG00000179673",388394
"RPS10","ENSG00000124614",6204
"RPS10-NUDT3","ENSG00000270800",100529239
"RPS11","ENSG00000142534",6205
"RPS12","ENSG00000112306",6206
"RPS13","ENSG00000110700",6207
"RPS14","ENSG00000164587",6208
"RPS15","ENSG00000115268",6209
"RPS15A","ENSG00000134419",6210
"RPS16","ENSG00000105193",6217
"RPS17","ENSG00000278229",6218
"RPS17","ENSG00000182774",6218
"RPS18","ENSG00000231500",6222
"RPS18","ENSG00000226225",6222
"RPS18","ENSG00000096150",6222
"RPS18","ENSG00000223367",6222
"RPS18","ENSG00000235650",6222
"RPS18","ENSG00000227794",6222
"RPS19","ENSG00000105372",6223
"RPS19BP1","ENSG00000187051",91582
"RPS2","ENSG00000291931",6187
"RPS2","ENSG00000140988",6187
"RPS20","ENSG00000008988",6224
"RPS21","ENSG00000171858",6227
"RPS23","ENSG00000186468",6228
"RPS24","ENSG00000138326",6229
"RPS25","ENSG00000118181",6230
"RPS25","ENSG00000280831",6230
"RPS26","ENSG00000197728",6231
"RPS27","ENSG00000177954",6232
"RPS27A","ENSG00000143947",6233
"RPS27AP19","ENSG00000269228",NA
"RPS27L","ENSG00000185088",51065
"RPS28","ENSG00000233927",6234
"RPS29","ENSG00000213741",6235
"RPS3","ENSG00000149273",6188
"RPS3A","ENSG00000292158",6189
"RPS3A","ENSG00000145425",6189
"RPS4X","ENSG00000198034",6191
"RPS4Y1","ENSG00000129824",6192
"RPS4Y2","ENSG00000280969",140032
"RPS5","ENSG00000083845",6193
"RPS6","ENSG00000137154",6194
"RPS6KA1","ENSG00000281877",6195
"RPS6KA1","ENSG00000117676",6195
"RPS6KA2","ENSG00000071242",6196
"RPS6KA2-IT1","ENSG00000232082",100874353
"RPS6KA3","ENSG00000177189",6197
"RPS6KA4","ENSG00000162302",8986
"RPS6KA5","ENSG00000100784",9252
"RPS6KA6","ENSG00000072133",27330
"RPS6KB1","ENSG00000108443",6198
"RPS6KB2","ENSG00000175634",6199
"RPS6KC1","ENSG00000136643",26750
"RPS6KL1","ENSG00000198208",83694
"RPS7","ENSG00000171863",6201
"RPS8","ENSG00000142937",6202
"RPS9","ENSG00000274626",6203
"RPS9","ENSG00000278081",6203
"RPS9","ENSG00000274005",6203
"RPS9","ENSG00000277079",6203
"RPS9","ENSG00000274950",6203
"RPS9","ENSG00000277359",6203
"RPS9","ENSG00000274646",6203
"RPS9","ENSG00000278270",6203
"RPS9","ENSG00000275323",6203
"RPS9","ENSG00000170889",6203
"RPSA","ENSG00000168028",3921
"RPSA2","ENSG00000288920",388524
"RPSAP52","ENSG00000241749",204010
"RPSAP52","ENSG00000293176",204010
"RPTN","ENSG00000215853",126638
"RPTOR","ENSG00000141564",57521
"RPUSD1","ENSG00000007376",113000
"RPUSD2","ENSG00000166133",27079
"RPUSD3","ENSG00000156990",285367
"RPUSD4","ENSG00000165526",84881
"RRAD","ENSG00000166592",6236
"RRAGA","ENSG00000155876",10670
"RRAGB","ENSG00000083750",10325
"RRAGC","ENSG00000116954",64121
"RRAGD","ENSG00000025039",58528
"RRAS","ENSG00000126458",6237
"RRAS2","ENSG00000133818",22800
"RRBP1","ENSG00000125844",6238
"RREB1","ENSG00000124782",6239
"RRH","ENSG00000180245",10692
"RRM1","ENSG00000167325",6240
"RRM2","ENSG00000171848",6241
"RRM2B","ENSG00000048392",50484
"RRN3","ENSG00000085721",54700
"RRN3","ENSG00000278494",54700
"RRN3P3","ENSG00000257122",100131998
"RRN3P3","ENSG00000290865",100131998
"RRP1","ENSG00000160214",8568
"RRP12","ENSG00000052749",23223
"RRP15","ENSG00000067533",51018
"RRP1B","ENSG00000160208",23076
"RRP36","ENSG00000124541",88745
"RRP7A","ENSG00000189306",27341
"RRP7BP","ENSG00000182841",91695
"RRP7BP","ENSG00000291035",91695
"RRP8","ENSG00000132275",23378
"RRP9","ENSG00000114767",9136
"RRS1","ENSG00000179041",23212
"RRS1-DT","ENSG00000246145",100505676
"RS1","ENSG00000102104",6247
"RSAD1","ENSG00000136444",55316
"RSAD2","ENSG00000134321",91543
"RSBN1","ENSG00000081019",54665
"RSBN1L","ENSG00000187257",222194
"RSC1A1","ENSG00000215695",6248
"RSF1","ENSG00000048649",51773
"RSKR","ENSG00000167524",124923
"RSL1D1","ENSG00000171490",26156
"RSL24D1","ENSG00000137876",51187
"RSPH1","ENSG00000160188",89765
"RSPH1-DT","ENSG00000239930",NA
"RSPH10B","ENSG00000155026",728194
"RSPH10B","ENSG00000155026",222967
"RSPH10B2","ENSG00000169402",728194
"RSPH14","ENSG00000100218",27156
"RSPH3","ENSG00000130363",83861
"RSPH4A","ENSG00000111834",345895
"RSPH6A","ENSG00000104941",81492
"RSPH9","ENSG00000172426",221421
"RSPO1","ENSG00000169218",284654
"RSPO2","ENSG00000147655",340419
"RSPO3","ENSG00000146374",84870
"RSPO4","ENSG00000101282",343637
"RSPRY1","ENSG00000159579",89970
"RSRC1","ENSG00000174891",51319
"RSRC2","ENSG00000111011",65117
"RSRP1","ENSG00000117616",57035
"RSU1","ENSG00000148484",6251
"RTBDN","ENSG00000132026",83546
"RTCA","ENSG00000137996",8634
"RTCB","ENSG00000100220",51493
"RTEL1","ENSG00000258366",51750
"RTF1","ENSG00000137815",23168
"RTF2","ENSG00000022277",51507
"RTKN","ENSG00000114993",6242
"RTKN2","ENSG00000182010",219790
"RTL1","ENSG00000254656",388015
"RTL10","ENSG00000215012",79680
"RTL3","ENSG00000179300",203430
"RTL4","ENSG00000187823",340595
"RTL5","ENSG00000242732",340526
"RTL6","ENSG00000188636",84247
"RTL8A","ENSG00000203950",26071
"RTL8B","ENSG00000212747",441518
"RTL8C","ENSG00000134590",8933
"RTL9","ENSG00000243978",57529
"RTN1","ENSG00000139970",6252
"RTN2","ENSG00000125744",6253
"RTN3","ENSG00000133318",10313
"RTN4","ENSG00000115310",57142
"RTN4IP1","ENSG00000130347",84816
"RTN4R","ENSG00000040608",65078
"RTN4RL1","ENSG00000185924",146760
"RTN4RL2","ENSG00000186907",349667
"RTP1","ENSG00000291554",132112
"RTP1","ENSG00000175077",132112
"RTP2","ENSG00000198471",344892
"RTP3","ENSG00000163825",83597
"RTP4","ENSG00000136514",64108
"RTP4","ENSG00000291555",64108
"RTP5","ENSG00000188011",285093
"RTP5","ENSG00000277949",285093
"RTRAF","ENSG00000087302",51637
"RTTN","ENSG00000176225",25914
"RUBCN","ENSG00000145016",9711
"RUBCNL","ENSG00000102445",80183
"RUFY1","ENSG00000284260",80230
"RUFY1","ENSG00000176783",80230
"RUFY1-AS1","ENSG00000244945",101928445
"RUFY1-AS1","ENSG00000283808",101928445
"RUFY2","ENSG00000204130",55680
"RUFY3","ENSG00000018189",22902
"RUFY4","ENSG00000188282",285180
"RUNDC1","ENSG00000198863",146923
"RUNDC3A","ENSG00000108309",10900
"RUNDC3B","ENSG00000105784",154661
"RUNX1","ENSG00000159216",100506403
"RUNX1","ENSG00000159216",861
"RUNX1T1","ENSG00000079102",862
"RUNX2","ENSG00000124813",860
"RUNX3","ENSG00000020633",864
"RUSC1","ENSG00000160753",23623
"RUSC1-AS1","ENSG00000225855",284618
"RUSC2","ENSG00000198853",9853
"RUSF1","ENSG00000140688",64755
"RUVBL1","ENSG00000175792",8607
"RUVBL1-AS1","ENSG00000239608",NA
"RUVBL2","ENSG00000183207",10856
"RWDD1","ENSG00000111832",51389
"RWDD2A","ENSG00000013392",112611
"RWDD2B","ENSG00000156253",10069
"RWDD2B","ENSG00000291523",10069
"RWDD3","ENSG00000122481",25950
"RWDD3-DT","ENSG00000226026",101928118
"RWDD4","ENSG00000182552",201965
"RXFP1","ENSG00000171509",59350
"RXFP2","ENSG00000133105",122042
"RXFP3","ENSG00000182631",51289
"RXFP3","ENSG00000277069",51289
"RXFP4","ENSG00000173080",339403
"RXRA","ENSG00000186350",6256
"RXRB","ENSG00000231321",6257
"RXRB","ENSG00000228333",6257
"RXRB","ENSG00000227322",6257
"RXRB","ENSG00000206289",6257
"RXRB","ENSG00000235712",6257
"RXRB","ENSG00000204231",6257
"RXRG","ENSG00000143171",6258
"RXYLT1","ENSG00000118600",10329
"RXYLT1-AS1","ENSG00000255850",NA
"RYBP","ENSG00000163602",23429
"RYBP","ENSG00000281766",23429
"RYK","ENSG00000163785",6259
"RYR1","ENSG00000196218",6261
"RYR2","ENSG00000198626",6262
"RYR3","ENSG00000198838",6263
"RYR3-DT","ENSG00000259446",101928134
"S100A1","ENSG00000160678",6271
"S100A10","ENSG00000197747",6281
"S100A11","ENSG00000163191",6282
"S100A12","ENSG00000163221",6283
"S100A13","ENSG00000189171",6284
"S100A14","ENSG00000189334",57402
"S100A16","ENSG00000188643",140576
"S100A2","ENSG00000196754",6273
"S100A3","ENSG00000188015",6274
"S100A4","ENSG00000196154",6275
"S100A5","ENSG00000196420",6276
"S100A6","ENSG00000197956",6277
"S100A7","ENSG00000143556",6278
"S100A7A","ENSG00000184330",338324
"S100A8","ENSG00000143546",6279
"S100A9","ENSG00000163220",6280
"S100B","ENSG00000160307",6285
"S100G","ENSG00000169906",795
"S100P","ENSG00000163993",6286
"S100PBP","ENSG00000116497",64766
"S100Z","ENSG00000171643",170591
"S1PR1","ENSG00000170989",1901
"S1PR2","ENSG00000267534",9294
"S1PR3","ENSG00000213694",1903
"S1PR4","ENSG00000125910",8698
"S1PR5","ENSG00000180739",53637
"SAA1","ENSG00000288411",6288
"SAA1","ENSG00000173432",6288
"SAA2","ENSG00000134339",6289
"SAA2-SAA4","ENSG00000255071",100528017
"SAA4","ENSG00000148965",6291
"SAAL1","ENSG00000166788",113174
"SAC3D1","ENSG00000168061",29901
"SACM1L","ENSG00000211456",22908
"SACS","ENSG00000151835",26278
"SACS-AS1","ENSG00000229558",100506680
"SAE1","ENSG00000142230",10055
"SAFB","ENSG00000160633",6294
"SAFB2","ENSG00000130254",9667
"SAG","ENSG00000281857",6295
"SAG","ENSG00000130561",6295
"SAGE1","ENSG00000181433",55511
"SALL1","ENSG00000103449",6299
"SALL2","ENSG00000165821",6297
"SALL3","ENSG00000263310",27164
"SALL3","ENSG00000256463",27164
"SALL3","ENSG00000277015",27164
"SALL4","ENSG00000101115",57167
"SALRNA2","ENSG00000280515",NA
"SALRNA3","ENSG00000281264",NA
"SAMD1","ENSG00000288488",90378
"SAMD1","ENSG00000141858",90378
"SAMD10","ENSG00000130590",140700
"SAMD11","ENSG00000187634",148398
"SAMD12","ENSG00000177570",401474
"SAMD13","ENSG00000203943",148418
"SAMD14","ENSG00000167100",201191
"SAMD15","ENSG00000100583",161394
"SAMD3","ENSG00000164483",154075
"SAMD4A","ENSG00000020577",23034
"SAMD4B","ENSG00000179134",55095
"SAMD5","ENSG00000203727",389432
"SAMD7","ENSG00000187033",344658
"SAMD8","ENSG00000156671",142891
"SAMD9","ENSG00000205413",54809
"SAMD9L","ENSG00000177409",219285
"SAMHD1","ENSG00000101347",25939
"SAMM50","ENSG00000100347",25813
"SAMMSON","ENSG00000240405",101927152
"SAMSN1","ENSG00000155307",64092
"SAMSN1-AS1","ENSG00000223662",100874190
"SANBR","ENSG00000162929",84542
"SAP130","ENSG00000136715",79595
"SAP18","ENSG00000150459",10284
"SAP25","ENSG00000205307",100316904
"SAP30","ENSG00000164105",8819
"SAP30-DT","ENSG00000272870",NA
"SAP30BP","ENSG00000161526",29115
"SAP30L","ENSG00000164576",79685
"SAP30L-AS1","ENSG00000245275",386627
"SAPCD1","ENSG00000229176",401251
"SAPCD1","ENSG00000227074",401251
"SAPCD1","ENSG00000234951",401251
"SAPCD1","ENSG00000227861",401251
"SAPCD1","ENSG00000228727",401251
"SAPCD1","ENSG00000237918",401251
"SAPCD2","ENSG00000186193",89958
"SAR1A","ENSG00000079332",56681
"SAR1B","ENSG00000152700",51128
"SARAF","ENSG00000133872",51669
"SARDH","ENSG00000123453",1757
"SARM1","ENSG00000004139",23098
"SARNP","ENSG00000205323",84324
"SARS1","ENSG00000031698",6301
"SARS2","ENSG00000104835",54938
"SARS2","ENSG00000283104",54938
"SART1","ENSG00000175467",9092
"SART3","ENSG00000075856",9733
"SASH1","ENSG00000111961",23328
"SASH3","ENSG00000122122",54440
"SASS6","ENSG00000156876",163786
"SAT1","ENSG00000130066",6303
"SAT2","ENSG00000141504",112483
"SATB1","ENSG00000182568",6304
"SATB2","ENSG00000119042",23314
"SATB2-AS1","ENSG00000225953",150538
"SATL1","ENSG00000184788",340562
"SAV1","ENSG00000151748",60485
"SAXO1","ENSG00000155875",158297
"SAXO2","ENSG00000188659",283726
"SAXO3","ENSG00000268655",101059948
"SAXO4","ENSG00000162148",220004
"SAXO5","ENSG00000198723",374877
"SAYSD1","ENSG00000112167",55776
"SBDS","ENSG00000126524",51119
"SBF1","ENSG00000100241",6305
"SBF1P1","ENSG00000248522",100133234
"SBF2","ENSG00000133812",81846
"SBF2-AS1","ENSG00000246273",283104
"SBK1","ENSG00000188322",388228
"SBK2","ENSG00000187550",646643
"SBK3","ENSG00000231274",100130827
"SBNO1","ENSG00000139697",55206
"SBNO1-AS1","ENSG00000256092",NA
"SBNO2","ENSG00000064932",22904
"SBNO2","ENSG00000278788",22904
"SBSN","ENSG00000189001",374897
"SBSPON","ENSG00000164764",157869
"SC5D","ENSG00000109929",6309
"SCAANT1","ENSG00000280620",NA
"SCAF1","ENSG00000126461",58506
"SCAF11","ENSG00000139218",9169
"SCAF4","ENSG00000156304",57466
"SCAF8","ENSG00000213079",22828
"SCAI","ENSG00000173611",286205
"SCAMP1","ENSG00000085365",9522
"SCAMP1-AS1","ENSG00000245556",728769
"SCAMP2","ENSG00000140497",10066
"SCAMP3","ENSG00000116521",10067
"SCAMP3","ENSG00000263290",10067
"SCAMP4","ENSG00000227500",113178
"SCAMP5","ENSG00000198794",192683
"SCAND1","ENSG00000171222",51282
"SCAND3","ENSG00000248496",114821
"SCAND3","ENSG00000232040",114821
"SCAP","ENSG00000114650",22937
"SCAPER","ENSG00000140386",49855
"SCARA3","ENSG00000168077",51435
"SCARA5","ENSG00000168079",286133
"SCARB1","ENSG00000073060",949
"SCARB2","ENSG00000138760",950
"SCARF1","ENSG00000276336",8578
"SCARF1","ENSG00000074660",8578
"SCARF2","ENSG00000244486",91179
"SCARNA1","ENSG00000252947",677774
"SCARNA10","ENSG00000239002",692148
"SCARNA11","ENSG00000251898",677780
"SCARNA12","ENSG00000238795",677777
"SCARNA13","ENSG00000252481",677768
"SCARNA14","ENSG00000252712",692149
"SCARNA15","ENSG00000277864",677778
"SCARNA16","ENSG00000275143",677781
"SCARNA18","ENSG00000238835",677765
"SCARNA18B","ENSG00000238754",NA
"SCARNA2","ENSG00000278249",677766
"SCARNA20","ENSG00000252577",677681
"SCARNA21","ENSG00000252835",677763
"SCARNA21B","ENSG00000251866",NA
"SCARNA22","ENSG00000249784",677770
"SCARNA23","ENSG00000251869",677773
"SCARNA3","ENSG00000252906",677679
"SCARNA4","ENSG00000280466",677771
"SCARNA4","ENSG00000281394",677771
"SCARNA5","ENSG00000280652",677775
"SCARNA5","ENSG00000252010",677775
"SCARNA6","ENSG00000251791",677772
"SCARNA6","ENSG00000281388",677772
"SCARNA7","ENSG00000238741",677767
"SCARNA8","ENSG00000251733",677776
"SCARNA9","ENSG00000254911",619383
"SCARNA9","ENSG00000254911",100158262
"SCART1","ENSG00000214279",619207
"SCAT1","ENSG00000267123",101928710
"SCAT2","ENSG00000257596",NA
"SCAT8","ENSG00000236345",NA
"SCCPDH","ENSG00000143653",51097
"SCD","ENSG00000099194",6319
"SCD5","ENSG00000145284",79966
"SCEL","ENSG00000136155",8796
"SCEL-AS1","ENSG00000224347",NA
"SCFD1","ENSG00000092108",23256
"SCFD2","ENSG00000184178",152579
"SCG2","ENSG00000171951",7857
"SCG3","ENSG00000104112",29106
"SCG5","ENSG00000277614",6447
"SCG5","ENSG00000166922",6447
"SCG5","ENSG00000281931",6447
"SCG5-AS1","ENSG00000282081",NA
"SCG5-AS1","ENSG00000241818",NA
"SCGB1A1","ENSG00000149021",7356
"SCGB1C1","ENSG00000188076",147199
"SCGB1C2","ENSG00000277730",NA
"SCGB1C2","ENSG00000268320",NA
"SCGB1D1","ENSG00000168515",10648
"SCGB1D2","ENSG00000124935",10647
"SCGB1D4","ENSG00000197745",404552
"SCGB2A1","ENSG00000124939",4246
"SCGB2A2","ENSG00000110484",4250
"SCGB2B2","ENSG00000205209",284402
"SCGB3A1","ENSG00000161055",92304
"SCGB3A2","ENSG00000164265",117156
"SCGN","ENSG00000079689",10590
"SCHIP1","ENSG00000151967",29970
"SCHLAP1","ENSG00000281131",101669767
"SCIMP","ENSG00000161929",388325
"SCIN","ENSG00000006747",85477
"SCIRT","ENSG00000237686",101929705
"SCLT1","ENSG00000151466",132320
"SCLY","ENSG00000132330",51540
"SCMH1","ENSG00000010803",22955
"SCML1","ENSG00000047634",6322
"SCML2","ENSG00000102098",10389
"SCML4","ENSG00000146285",256380
"SCN10A","ENSG00000185313",6336
"SCN11A","ENSG00000168356",11280
"SCN1A","ENSG00000144285",6323
"SCN1A-AS1","ENSG00000236107",101929680
"SCN1B","ENSG00000105711",6324
"SCN2A","ENSG00000136531",6326
"SCN2B","ENSG00000149575",6327
"SCN3A","ENSG00000153253",6328
"SCN3B","ENSG00000166257",55800
"SCN4A","ENSG00000007314",6329
"SCN4B","ENSG00000177098",6330
"SCN5A","ENSG00000183873",6331
"SCN7A","ENSG00000136546",6332
"SCN8A","ENSG00000196876",6334
"SCN9A","ENSG00000169432",6335
"SCNM1","ENSG00000163156",79005
"SCNM1","ENSG00000163156",100534012
"SCNN1A","ENSG00000111319",6337
"SCNN1B","ENSG00000168447",6338
"SCNN1D","ENSG00000162572",6339
"SCNN1G","ENSG00000166828",6340
"SCO1","ENSG00000133028",6341
"SCO2","ENSG00000284194",9997
"SCOC","ENSG00000153130",60592
"SCOC-AS1","ENSG00000196951",100129858
"SCP2","ENSG00000116171",6342
"SCP2D1","ENSG00000132631",140856
"SCPEP1","ENSG00000121064",59342
"SCRG1","ENSG00000164106",11341
"SCRIB","ENSG00000274287",23513
"SCRIB","ENSG00000180900",23513
"SCRN1","ENSG00000136193",9805
"SCRN2","ENSG00000141295",90507
"SCRN3","ENSG00000144306",79634
"SCRT1","ENSG00000261678",83482
"SCRT1","ENSG00000284923",83482
"SCRT2","ENSG00000215397",85508
"SCT","ENSG00000070031",6343
"SCT","ENSG00000274473",6343
"SCTR","ENSG00000080293",6344
"SCTR-AS1","ENSG00000231013",NA
"SCUBE1","ENSG00000159307",80274
"SCUBE1-AS1","ENSG00000203527",101927447
"SCUBE1-AS2","ENSG00000236272",NA
"SCUBE2","ENSG00000175356",57758
"SCUBE3","ENSG00000146197",222663
"SCX","ENSG00000260428",642658
"SCYGR1","ENSG00000284629",NA
"SCYGR10","ENSG00000284622",NA
"SCYGR2","ENSG00000284643",NA
"SCYGR3","ENSG00000284704",NA
"SCYGR4","ENSG00000284631",NA
"SCYGR5","ENSG00000284667",NA
"SCYGR6","ENSG00000284725",NA
"SCYGR7","ENSG00000284718",NA
"SCYGR8","ENSG00000284635",NA
"SCYL1","ENSG00000142186",57410
"SCYL2","ENSG00000136021",55681
"SCYL3","ENSG00000000457",57147
"SDAD1","ENSG00000198301",55153
"SDAD1-AS1","ENSG00000245928",101928809
"SDC1","ENSG00000115884",6382
"SDC2","ENSG00000169439",6383
"SDC3","ENSG00000162512",9672
"SDC4","ENSG00000124145",6385
"SDCBP","ENSG00000137575",6386
"SDCBP2","ENSG00000125775",27111
"SDCBP2-AS1","ENSG00000234684",100507495
"SDCCAG8","ENSG00000276111",10806
"SDCCAG8","ENSG00000054282",10806
"SDE2","ENSG00000143751",163859
"SDF2","ENSG00000132581",6388
"SDF2L1","ENSG00000128228",23753
"SDF4","ENSG00000078808",51150
"SDHA","ENSG00000073578",6389
"SDHAF1","ENSG00000205138",644096
"SDHAF2","ENSG00000167985",54949
"SDHAF3","ENSG00000196636",57001
"SDHAF4","ENSG00000154079",135154
"SDHB","ENSG00000117118",6390
"SDHC","ENSG00000143252",6391
"SDHD","ENSG00000204370",6392
"SDK1","ENSG00000146555",221935
"SDK2","ENSG00000069188",54549
"SDR16C5","ENSG00000170786",195814
"SDR39U1","ENSG00000100445",56948
